Date,User,Tweet,Cleaned_Tweet,Sentiment
2025-06-13 20:00:02,@byte_blazer,"I love using AI for my work, it's amazing!",love using ai work amazing,Positive
2025-06-09 20:00:02,@robotic_vision,The future of ChatGPT is exciting and scary at the same time.,future chatgpt exciting scary time,Neutral
2025-06-01 14:00:02,@ai_fan_99,The advancements in ChatGPT are truly fascinating.,advancements chatgpt truly fascinating,Positive
2025-06-17 17:00:02,@gpt_dev,ChatGPT is revolutionizing the tech industry.,chatgpt revolutionizing tech industry,Neutral
2025-06-15 08:00:02,@botbuster,The future of OpenAI is exciting and scary at the same time.,future openai exciting scary time,Neutral
2025-06-02 16:00:02,@ml_master,GPT-4 is changing how we live and work.,gpt changing live work,Neutral
2025-05-28 19:00:02,@the_future_now,I have concerns about the ethical use of GPT-4.,concerns ethical use gpt,Positive
2025-05-23 21:00:02,@byte_blazer,"So many companies are adopting Generative AI, it’s everywhere now.",many companies adopting generative ai everywhere,Neutral
2025-06-09 02:00:02,@chatgptlover,The advancements in OpenAI are truly fascinating.,advancements openai truly fascinating,Positive
2025-06-20 16:00:02,@prompt_pro,The advancements in GPT-4 are truly fascinating.,advancements gpt truly fascinating,Positive
2025-05-23 05:00:02,@futurecoder,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-06-13 14:00:02,@smartbyte,I have concerns about the ethical use of Artificial Intelligence.,concerns ethical use artificial intelligence,Positive
2025-06-15 06:00:02,@ai_fan_99,ChatGPT is revolutionizing the tech industry.,chatgpt revolutionizing tech industry,Neutral
2025-06-17 11:00:02,@intelli_user,The future of GPT-4 is exciting and scary at the same time.,future gpt exciting scary time,Neutral
2025-05-30 16:00:02,@code_with_ai,"So many companies are adopting Generative AI, it’s everywhere now.",many companies adopting generative ai everywhere,Neutral
2025-06-21 04:00:02,@deepthinker,"Generative AI is overrated, in my opinion.",generative ai overrated opinion,Neutral
2025-05-30 21:00:02,@data_driven,"OpenAI is overrated, in my opinion.",openai overrated opinion,Neutral
2025-05-24 03:00:02,@tech_guru,I have concerns about the ethical use of ChatGPT.,concerns ethical use chatgpt,Positive
2025-06-01 05:00:02,@futurecoder,The advancements in Artificial Intelligence are truly fascinating.,advancements artificial intelligence truly fascinating,Positive
2025-06-05 04:00:02,@neural_net_ninja,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-05-24 03:00:02,@nextgen_techie,Artificial Intelligence is revolutionizing the tech industry.,artificial intelligence revolutionizing tech industry,Positive
2025-06-21 06:00:02,@ai_wave,The future of AI is exciting and scary at the same time.,future ai exciting scary time,Neutral
2025-05-29 17:00:02,@nextgen_techie,The advancements in OpenAI are truly fascinating.,advancements openai truly fascinating,Positive
2025-06-18 21:00:02,@chatgptlover,"So many companies are adopting OpenAI, it’s everywhere now.",many companies adopting openai everywhere,Neutral
2025-05-30 23:00:02,@openai_enthusiast,"Artificial Intelligence is overrated, in my opinion.",artificial intelligence overrated opinion,Positive
2025-06-04 20:00:02,@neural_net_ninja,I'm worried about job loss due to OpenAI.,im worried job loss due openai,Negative
2025-06-03 10:00:02,@openai_enthusiast,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-06-03 03:00:02,@ml_master,Can't believe how powerful Generative AI has become!,cant believe powerful generative ai become,Negative
2025-06-14 14:00:02,@openai_enthusiast,The future of ChatGPT is exciting and scary at the same time.,future chatgpt exciting scary time,Neutral
2025-05-23 11:00:02,@tech_guru,The advancements in GPT-4 are truly fascinating.,advancements gpt truly fascinating,Positive
2025-06-04 10:00:02,@ai_fan_99,"Artificial Intelligence is overrated, in my opinion.",artificial intelligence overrated opinion,Positive
2025-06-05 15:00:02,@chatgptlover,"So many companies are adopting AI, it’s everywhere now.",many companies adopting ai everywhere,Neutral
2025-06-16 17:00:02,@ml_master,"Generative AI is overrated, in my opinion.",generative ai overrated opinion,Neutral
2025-06-19 20:00:02,@gpt_dev,"So many companies are adopting Generative AI, it’s everywhere now.",many companies adopting generative ai everywhere,Neutral
2025-06-12 01:00:02,@futurecoder,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-05-26 06:00:02,@prompt_pro,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-05-30 20:00:02,@intelli_user,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-05-26 18:00:02,@cyber_sage,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-06-20 01:00:02,@cyber_sage,"So many companies are adopting ChatGPT, it’s everywhere now.",many companies adopting chatgpt everywhere,Neutral
2025-06-18 23:00:02,@the_future_now,Can't believe how powerful OpenAI has become!,cant believe powerful openai become,Negative
2025-05-31 18:00:02,@digital_dreamer,"I love using GPT-4 for my work, it's amazing!",love using gpt work amazing,Positive
2025-06-21 05:00:02,@digital_dreamer,Generative AI is changing how we live and work.,generative ai changing live work,Neutral
2025-06-02 20:00:02,@deepthinker,Can't believe how powerful GPT-4 has become!,cant believe powerful gpt become,Negative
2025-05-29 10:00:02,@the_future_now,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-06-05 07:00:02,@tech_guru,"AI is overrated, in my opinion.",ai overrated opinion,Neutral
2025-05-24 13:00:02,@the_future_now,"So many companies are adopting OpenAI, it’s everywhere now.",many companies adopting openai everywhere,Neutral
2025-06-21 15:00:02,@gpt_dev,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-05-31 06:00:02,@cyber_sage,I have concerns about the ethical use of GPT-4.,concerns ethical use gpt,Positive
2025-06-21 18:00:02,@neural_net_ninja,I'm worried about job loss due to OpenAI.,im worried job loss due openai,Negative
2025-06-15 08:00:02,@ml_master,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-06-02 07:00:02,@the_future_now,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-06-05 13:00:02,@botbuster,"Generative AI is overrated, in my opinion.",generative ai overrated opinion,Neutral
2025-05-26 20:00:02,@openai_enthusiast,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-06-07 18:00:02,@ai_fan_99,I have concerns about the ethical use of Generative AI.,concerns ethical use generative ai,Positive
2025-06-15 16:00:02,@neural_net_ninja,AI is changing how we live and work.,ai changing live work,Neutral
2025-05-26 09:00:02,@ai_fan_99,GPT-4 is revolutionizing the tech industry.,gpt revolutionizing tech industry,Neutral
2025-06-11 19:00:02,@data_driven,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-06-12 12:00:02,@digital_dreamer,"I love using OpenAI for my work, it's amazing!",love using openai work amazing,Positive
2025-06-03 14:00:02,@ai_addict,The advancements in OpenAI are truly fascinating.,advancements openai truly fascinating,Positive
2025-06-07 18:00:02,@ai_wave,Generative AI is revolutionizing the tech industry.,generative ai revolutionizing tech industry,Neutral
2025-06-11 18:00:02,@futurecoder,Can't believe how powerful Generative AI has become!,cant believe powerful generative ai become,Negative
2025-06-08 01:00:02,@visionary,GPT-4 is changing how we live and work.,gpt changing live work,Neutral
2025-06-03 23:00:02,@tech_guru,I have concerns about the ethical use of AI.,concerns ethical use ai,Positive
2025-06-21 01:00:02,@futurecoder,AI is changing how we live and work.,ai changing live work,Neutral
2025-05-30 23:00:02,@intelli_user,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-06-07 10:00:02,@ai_addict,Generative AI is revolutionizing the tech industry.,generative ai revolutionizing tech industry,Neutral
2025-05-22 17:00:02,@data_driven,I'm worried about job loss due to AI.,im worried job loss due ai,Negative
2025-05-25 21:00:02,@prompt_pro,The future of OpenAI is exciting and scary at the same time.,future openai exciting scary time,Neutral
2025-05-23 21:00:02,@gpt_dev,I'm worried about job loss due to ChatGPT.,im worried job loss due chatgpt,Negative
2025-06-08 15:00:02,@data_driven,ChatGPT is revolutionizing the tech industry.,chatgpt revolutionizing tech industry,Neutral
2025-06-07 03:00:02,@deepthinker,The future of AI is exciting and scary at the same time.,future ai exciting scary time,Neutral
2025-05-30 23:00:02,@deepthinker,The advancements in OpenAI are truly fascinating.,advancements openai truly fascinating,Positive
2025-05-26 01:00:02,@neural_net_ninja,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-06-10 01:00:02,@ml_master,I'm worried about job loss due to Artificial Intelligence.,im worried job loss due artificial intelligence,Negative
2025-05-25 18:00:02,@ai_fan_99,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-06-20 04:00:02,@robotic_vision,The advancements in ChatGPT are truly fascinating.,advancements chatgpt truly fascinating,Positive
2025-06-14 12:00:02,@robotic_vision,"Artificial Intelligence is overrated, in my opinion.",artificial intelligence overrated opinion,Positive
2025-06-18 15:00:02,@robotic_vision,ChatGPT is changing how we live and work.,chatgpt changing live work,Neutral
2025-06-08 06:00:02,@chatgptlover,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-05-25 11:00:02,@cyber_sage,"Artificial Intelligence is overrated, in my opinion.",artificial intelligence overrated opinion,Positive
2025-05-28 10:00:02,@code_with_ai,Can't believe how powerful ChatGPT has become!,cant believe powerful chatgpt become,Negative
2025-06-10 22:00:02,@visionary,Can't believe how powerful OpenAI has become!,cant believe powerful openai become,Negative
2025-06-05 22:00:02,@ai_addict,I have concerns about the ethical use of AI.,concerns ethical use ai,Positive
2025-06-17 06:00:02,@nextgen_techie,GPT-4 is revolutionizing the tech industry.,gpt revolutionizing tech industry,Neutral
2025-05-25 23:00:02,@visionary,The advancements in ChatGPT are truly fascinating.,advancements chatgpt truly fascinating,Positive
2025-06-06 17:00:02,@ai_fan_99,I have concerns about the ethical use of GPT-4.,concerns ethical use gpt,Positive
2025-06-07 15:00:02,@the_future_now,I have concerns about the ethical use of AI.,concerns ethical use ai,Positive
2025-06-13 14:00:02,@deepthinker,"So many companies are adopting OpenAI, it’s everywhere now.",many companies adopting openai everywhere,Neutral
2025-05-25 02:00:02,@futurecoder,"So many companies are adopting ChatGPT, it’s everywhere now.",many companies adopting chatgpt everywhere,Neutral
2025-06-17 09:00:02,@ml_master,I'm worried about job loss due to Artificial Intelligence.,im worried job loss due artificial intelligence,Negative
2025-06-04 02:00:02,@ai_addict,Can't believe how powerful Generative AI has become!,cant believe powerful generative ai become,Negative
2025-05-31 03:00:02,@gpt_dev,Artificial Intelligence is changing how we live and work.,artificial intelligence changing live work,Positive
2025-06-15 23:00:02,@cyber_sage,"Generative AI is overrated, in my opinion.",generative ai overrated opinion,Neutral
2025-06-14 23:00:02,@smartbyte,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-06-04 02:00:02,@chatgptlover,Can't believe how powerful GPT-4 has become!,cant believe powerful gpt become,Negative
2025-06-21 14:00:02,@cyber_sage,"Artificial Intelligence is overrated, in my opinion.",artificial intelligence overrated opinion,Positive
2025-06-21 17:00:02,@nextgen_techie,"Generative AI is overrated, in my opinion.",generative ai overrated opinion,Neutral
2025-05-23 16:00:02,@tech_guru,"I love using Artificial Intelligence for my work, it's amazing!",love using artificial intelligence work amazing,Positive
2025-05-27 02:00:02,@futurecoder,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-05-28 00:00:02,@byte_blazer,The advancements in AI are truly fascinating.,advancements ai truly fascinating,Positive
2025-06-03 03:00:02,@prompt_pro,I have concerns about the ethical use of AI.,concerns ethical use ai,Positive
2025-06-02 08:00:02,@visionary,Artificial Intelligence is revolutionizing the tech industry.,artificial intelligence revolutionizing tech industry,Positive
2025-06-12 21:00:02,@nextgen_techie,"I love using Artificial Intelligence for my work, it's amazing!",love using artificial intelligence work amazing,Positive
2025-06-10 12:00:02,@visionary,The advancements in ChatGPT are truly fascinating.,advancements chatgpt truly fascinating,Positive
2025-05-24 02:00:02,@prompt_pro,The future of AI is exciting and scary at the same time.,future ai exciting scary time,Neutral
2025-06-17 05:00:02,@digital_dreamer,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-05-25 00:00:02,@smartbyte,I'm worried about job loss due to AI.,im worried job loss due ai,Negative
2025-05-24 03:00:02,@botbuster,I'm worried about job loss due to GPT-4.,im worried job loss due gpt,Negative
2025-05-23 20:00:02,@futurecoder,"AI is overrated, in my opinion.",ai overrated opinion,Neutral
2025-05-28 08:00:02,@deepthinker,Can't believe how powerful OpenAI has become!,cant believe powerful openai become,Negative
2025-06-18 04:00:02,@data_driven,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-05-22 18:00:02,@tech_guru,Artificial Intelligence is changing how we live and work.,artificial intelligence changing live work,Positive
2025-05-27 23:00:02,@botbuster,The future of OpenAI is exciting and scary at the same time.,future openai exciting scary time,Neutral
2025-06-05 08:00:02,@robotic_vision,"ChatGPT is overrated, in my opinion.",chatgpt overrated opinion,Neutral
2025-05-31 12:00:02,@chatgptlover,Can't believe how powerful Generative AI has become!,cant believe powerful generative ai become,Negative
2025-06-03 23:00:02,@tech_guru,"Artificial Intelligence is overrated, in my opinion.",artificial intelligence overrated opinion,Positive
2025-06-18 14:00:02,@deepthinker,Can't believe how powerful Artificial Intelligence has become!,cant believe powerful artificial intelligence become,Positive
2025-06-21 16:00:02,@ai_fan_99,"So many companies are adopting AI, it’s everywhere now.",many companies adopting ai everywhere,Neutral
2025-05-23 16:00:02,@visionary,Can't believe how powerful GPT-4 has become!,cant believe powerful gpt become,Negative
2025-06-01 21:00:02,@smartbyte,The future of AI is exciting and scary at the same time.,future ai exciting scary time,Neutral
2025-06-01 22:00:02,@prompt_pro,"Artificial Intelligence is overrated, in my opinion.",artificial intelligence overrated opinion,Positive
2025-06-21 10:00:02,@digital_dreamer,ChatGPT is revolutionizing the tech industry.,chatgpt revolutionizing tech industry,Neutral
2025-06-19 08:00:02,@chatgptlover,"So many companies are adopting OpenAI, it’s everywhere now.",many companies adopting openai everywhere,Neutral
2025-06-17 23:00:02,@data_driven,I'm worried about job loss due to AI.,im worried job loss due ai,Negative
2025-05-31 12:00:02,@openai_enthusiast,Can't believe how powerful Generative AI has become!,cant believe powerful generative ai become,Negative
2025-06-08 17:00:02,@chatgptlover,I'm worried about job loss due to Artificial Intelligence.,im worried job loss due artificial intelligence,Negative
2025-05-24 22:00:02,@intelli_user,Artificial Intelligence is revolutionizing the tech industry.,artificial intelligence revolutionizing tech industry,Positive
2025-05-26 20:00:02,@chatgptlover,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-05-23 03:00:02,@deepthinker,GPT-4 is changing how we live and work.,gpt changing live work,Neutral
2025-06-15 21:00:02,@nextgen_techie,Can't believe how powerful ChatGPT has become!,cant believe powerful chatgpt become,Negative
2025-05-26 00:00:02,@ai_wave,I have concerns about the ethical use of Generative AI.,concerns ethical use generative ai,Positive
2025-06-04 15:00:02,@ai_fan_99,Can't believe how powerful ChatGPT has become!,cant believe powerful chatgpt become,Negative
2025-06-10 03:00:02,@chatgptlover,"I love using OpenAI for my work, it's amazing!",love using openai work amazing,Positive
2025-05-22 21:00:02,@digital_dreamer,The future of AI is exciting and scary at the same time.,future ai exciting scary time,Neutral
2025-06-01 15:00:02,@futurecoder,I have concerns about the ethical use of ChatGPT.,concerns ethical use chatgpt,Positive
2025-06-21 01:00:02,@prompt_pro,"I love using GPT-4 for my work, it's amazing!",love using gpt work amazing,Positive
2025-05-27 17:00:02,@data_driven,AI is revolutionizing the tech industry.,ai revolutionizing tech industry,Neutral
2025-05-26 18:00:02,@data_driven,The future of AI is exciting and scary at the same time.,future ai exciting scary time,Neutral
2025-06-16 04:00:02,@chatgptlover,The advancements in AI are truly fascinating.,advancements ai truly fascinating,Positive
2025-05-27 16:00:02,@digital_dreamer,OpenAI is revolutionizing the tech industry.,openai revolutionizing tech industry,Neutral
2025-05-26 07:00:02,@botbuster,"ChatGPT is overrated, in my opinion.",chatgpt overrated opinion,Neutral
2025-06-14 06:00:02,@ai_wave,I'm worried about job loss due to AI.,im worried job loss due ai,Negative
2025-06-18 11:00:02,@byte_blazer,"I love using ChatGPT for my work, it's amazing!",love using chatgpt work amazing,Positive
2025-06-04 01:00:02,@prompt_pro,I have concerns about the ethical use of OpenAI.,concerns ethical use openai,Positive
2025-06-14 10:00:02,@digital_dreamer,ChatGPT is revolutionizing the tech industry.,chatgpt revolutionizing tech industry,Neutral
2025-06-06 08:00:02,@tech_guru,AI is changing how we live and work.,ai changing live work,Neutral
2025-06-06 21:00:02,@byte_blazer,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-06-04 08:00:02,@byte_blazer,I'm worried about job loss due to OpenAI.,im worried job loss due openai,Negative
2025-06-14 16:00:02,@prompt_pro,I'm worried about job loss due to Generative AI.,im worried job loss due generative ai,Negative
2025-06-12 21:00:02,@digital_dreamer,I'm worried about job loss due to ChatGPT.,im worried job loss due chatgpt,Negative
2025-06-20 20:00:02,@digital_dreamer,"I love using Artificial Intelligence for my work, it's amazing!",love using artificial intelligence work amazing,Positive
2025-06-01 08:00:02,@ml_master,Generative AI is changing how we live and work.,generative ai changing live work,Neutral
2025-06-20 09:00:02,@digital_dreamer,"So many companies are adopting Generative AI, it’s everywhere now.",many companies adopting generative ai everywhere,Neutral
2025-06-18 09:00:02,@gpt_dev,The advancements in OpenAI are truly fascinating.,advancements openai truly fascinating,Positive
2025-06-02 15:00:02,@visionary,"AI is overrated, in my opinion.",ai overrated opinion,Neutral
2025-05-31 01:00:02,@nextgen_techie,I'm worried about job loss due to GPT-4.,im worried job loss due gpt,Negative
2025-06-06 02:00:02,@code_with_ai,The advancements in Generative AI are truly fascinating.,advancements generative ai truly fascinating,Positive
2025-06-02 22:00:02,@data_driven,I'm worried about job loss due to Generative AI.,im worried job loss due generative ai,Negative
2025-05-25 15:00:02,@visionary,The future of ChatGPT is exciting and scary at the same time.,future chatgpt exciting scary time,Neutral
2025-05-30 05:00:02,@ai_fan_99,I'm worried about job loss due to Artificial Intelligence.,im worried job loss due artificial intelligence,Negative
2025-05-25 04:00:02,@the_future_now,"So many companies are adopting Generative AI, it’s everywhere now.",many companies adopting generative ai everywhere,Neutral
2025-05-26 21:00:02,@ai_fan_99,Can't believe how powerful Generative AI has become!,cant believe powerful generative ai become,Negative
2025-05-30 08:00:02,@chatgptlover,Generative AI is changing how we live and work.,generative ai changing live work,Neutral
2025-06-11 14:00:02,@robotic_vision,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-05-23 07:00:02,@chatgptlover,Can't believe how powerful OpenAI has become!,cant believe powerful openai become,Negative
2025-06-20 09:00:02,@tech_guru,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-06-09 08:00:02,@smartbyte,The future of ChatGPT is exciting and scary at the same time.,future chatgpt exciting scary time,Neutral
2025-05-28 07:00:02,@visionary,Can't believe how powerful Artificial Intelligence has become!,cant believe powerful artificial intelligence become,Positive
2025-06-03 18:00:02,@tech_guru,"I love using GPT-4 for my work, it's amazing!",love using gpt work amazing,Positive
2025-06-01 08:00:02,@botbuster,Can't believe how powerful GPT-4 has become!,cant believe powerful gpt become,Negative
2025-05-25 14:00:02,@robotic_vision,Can't believe how powerful Generative AI has become!,cant believe powerful generative ai become,Negative
2025-05-23 02:00:02,@gpt_dev,"I love using Generative AI for my work, it's amazing!",love using generative ai work amazing,Positive
2025-06-11 08:00:02,@ml_master,"GPT-4 is overrated, in my opinion.",gpt overrated opinion,Neutral
2025-06-16 07:00:02,@botbuster,I'm worried about job loss due to GPT-4.,im worried job loss due gpt,Negative
2025-06-15 08:00:02,@byte_blazer,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-06-11 08:00:02,@data_driven,I'm worried about job loss due to OpenAI.,im worried job loss due openai,Negative
2025-06-14 22:00:02,@botbuster,The advancements in OpenAI are truly fascinating.,advancements openai truly fascinating,Positive
2025-06-02 14:00:02,@ai_fan_99,The advancements in GPT-4 are truly fascinating.,advancements gpt truly fascinating,Positive
2025-06-21 16:00:02,@tech_guru,I'm worried about job loss due to Artificial Intelligence.,im worried job loss due artificial intelligence,Negative
2025-06-22 06:00:02,@ml_master,"Artificial Intelligence is overrated, in my opinion.",artificial intelligence overrated opinion,Positive
2025-05-24 01:00:02,@digital_dreamer,"OpenAI is overrated, in my opinion.",openai overrated opinion,Neutral
2025-06-17 07:00:02,@byte_blazer,"I love using OpenAI for my work, it's amazing!",love using openai work amazing,Positive
2025-06-20 07:00:02,@ml_master,GPT-4 is changing how we live and work.,gpt changing live work,Neutral
2025-06-19 12:00:02,@openai_enthusiast,"I love using Artificial Intelligence for my work, it's amazing!",love using artificial intelligence work amazing,Positive
2025-06-09 22:00:02,@smartbyte,I have concerns about the ethical use of GPT-4.,concerns ethical use gpt,Positive
2025-06-17 00:00:02,@prompt_pro,Can't believe how powerful Generative AI has become!,cant believe powerful generative ai become,Negative
2025-05-28 17:00:02,@the_future_now,Can't believe how powerful OpenAI has become!,cant believe powerful openai become,Negative
2025-05-25 10:00:02,@prompt_pro,The future of GPT-4 is exciting and scary at the same time.,future gpt exciting scary time,Neutral
2025-05-28 16:00:02,@byte_blazer,AI is revolutionizing the tech industry.,ai revolutionizing tech industry,Neutral
2025-06-13 21:00:02,@intelli_user,The future of ChatGPT is exciting and scary at the same time.,future chatgpt exciting scary time,Neutral
2025-06-06 16:00:02,@futurecoder,Artificial Intelligence is changing how we live and work.,artificial intelligence changing live work,Positive
2025-06-14 05:00:02,@digital_dreamer,Generative AI is changing how we live and work.,generative ai changing live work,Neutral
2025-06-10 22:00:02,@openai_enthusiast,The future of GPT-4 is exciting and scary at the same time.,future gpt exciting scary time,Neutral
2025-05-31 14:00:02,@botbuster,"ChatGPT is overrated, in my opinion.",chatgpt overrated opinion,Neutral
2025-06-05 14:00:02,@code_with_ai,"So many companies are adopting GPT-4, it’s everywhere now.",many companies adopting gpt everywhere,Neutral
2025-06-14 23:00:02,@botbuster,"I love using OpenAI for my work, it's amazing!",love using openai work amazing,Positive
2025-06-22 05:00:02,@ml_master,"I love using GPT-4 for my work, it's amazing!",love using gpt work amazing,Positive
2025-05-29 07:00:02,@data_driven,I have concerns about the ethical use of OpenAI.,concerns ethical use openai,Positive
2025-06-12 08:00:02,@ai_wave,"OpenAI is overrated, in my opinion.",openai overrated opinion,Neutral
2025-05-29 22:00:02,@ai_addict,"So many companies are adopting ChatGPT, it’s everywhere now.",many companies adopting chatgpt everywhere,Neutral
2025-06-09 18:00:02,@cyber_sage,AI is revolutionizing the tech industry.,ai revolutionizing tech industry,Neutral
2025-06-05 18:00:02,@visionary,I have concerns about the ethical use of Artificial Intelligence.,concerns ethical use artificial intelligence,Positive
2025-06-19 23:00:02,@cyber_sage,Can't believe how powerful Artificial Intelligence has become!,cant believe powerful artificial intelligence become,Positive
2025-06-09 11:00:02,@botbuster,"I love using Artificial Intelligence for my work, it's amazing!",love using artificial intelligence work amazing,Positive
2025-05-26 01:00:02,@data_driven,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-06-03 23:00:02,@byte_blazer,GPT-4 is changing how we live and work.,gpt changing live work,Neutral
2025-06-13 08:00:02,@nextgen_techie,Artificial Intelligence is changing how we live and work.,artificial intelligence changing live work,Positive
2025-05-23 01:00:02,@byte_blazer,"I love using Generative AI for my work, it's amazing!",love using generative ai work amazing,Positive
2025-06-07 13:00:02,@robotic_vision,The advancements in AI are truly fascinating.,advancements ai truly fascinating,Positive
2025-06-09 08:00:02,@prompt_pro,The future of OpenAI is exciting and scary at the same time.,future openai exciting scary time,Neutral
2025-06-03 23:00:02,@chatgptlover,AI is changing how we live and work.,ai changing live work,Neutral
2025-06-10 02:00:02,@intelli_user,The future of GPT-4 is exciting and scary at the same time.,future gpt exciting scary time,Neutral
2025-06-15 01:00:02,@digital_dreamer,Can't believe how powerful Artificial Intelligence has become!,cant believe powerful artificial intelligence become,Positive
2025-06-05 15:00:02,@data_driven,The future of AI is exciting and scary at the same time.,future ai exciting scary time,Neutral
2025-06-06 05:00:02,@futurecoder,I'm worried about job loss due to ChatGPT.,im worried job loss due chatgpt,Negative
2025-05-29 15:00:02,@code_with_ai,Can't believe how powerful OpenAI has become!,cant believe powerful openai become,Negative
2025-06-19 07:00:02,@ai_wave,I have concerns about the ethical use of AI.,concerns ethical use ai,Positive
2025-06-16 16:00:02,@byte_blazer,I have concerns about the ethical use of OpenAI.,concerns ethical use openai,Positive
2025-06-16 15:00:02,@code_with_ai,The future of AI is exciting and scary at the same time.,future ai exciting scary time,Neutral
2025-05-28 17:00:02,@ml_master,"So many companies are adopting Generative AI, it’s everywhere now.",many companies adopting generative ai everywhere,Neutral
2025-05-31 17:00:02,@data_driven,"So many companies are adopting GPT-4, it’s everywhere now.",many companies adopting gpt everywhere,Neutral
2025-06-11 15:00:02,@ai_wave,The advancements in Artificial Intelligence are truly fascinating.,advancements artificial intelligence truly fascinating,Positive
2025-06-08 09:00:02,@tech_guru,OpenAI is revolutionizing the tech industry.,openai revolutionizing tech industry,Neutral
2025-06-02 02:00:02,@byte_blazer,"So many companies are adopting Generative AI, it’s everywhere now.",many companies adopting generative ai everywhere,Neutral
2025-06-21 00:00:02,@digital_dreamer,The advancements in OpenAI are truly fascinating.,advancements openai truly fascinating,Positive
2025-06-12 21:00:02,@futurecoder,The future of GPT-4 is exciting and scary at the same time.,future gpt exciting scary time,Neutral
2025-06-21 00:00:02,@digital_dreamer,"I love using Generative AI for my work, it's amazing!",love using generative ai work amazing,Positive
2025-06-02 09:00:02,@ai_fan_99,The future of OpenAI is exciting and scary at the same time.,future openai exciting scary time,Neutral
2025-06-05 23:00:02,@data_driven,The advancements in GPT-4 are truly fascinating.,advancements gpt truly fascinating,Positive
2025-06-04 12:00:02,@robotic_vision,The advancements in Generative AI are truly fascinating.,advancements generative ai truly fascinating,Positive
2025-05-23 17:00:02,@botbuster,"So many companies are adopting ChatGPT, it’s everywhere now.",many companies adopting chatgpt everywhere,Neutral
2025-06-11 16:00:02,@robotic_vision,I have concerns about the ethical use of Artificial Intelligence.,concerns ethical use artificial intelligence,Positive
2025-06-18 10:00:02,@chatgptlover,I'm worried about job loss due to Generative AI.,im worried job loss due generative ai,Negative
2025-05-28 01:00:02,@cyber_sage,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-06-05 15:00:02,@digital_dreamer,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-06-14 13:00:02,@openai_enthusiast,"I love using AI for my work, it's amazing!",love using ai work amazing,Positive
2025-06-05 19:00:02,@visionary,"So many companies are adopting Generative AI, it’s everywhere now.",many companies adopting generative ai everywhere,Neutral
2025-06-11 00:00:02,@ml_master,GPT-4 is revolutionizing the tech industry.,gpt revolutionizing tech industry,Neutral
2025-06-09 01:00:02,@botbuster,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-06-20 15:00:02,@ai_wave,The advancements in Artificial Intelligence are truly fascinating.,advancements artificial intelligence truly fascinating,Positive
2025-06-20 01:00:02,@the_future_now,Can't believe how powerful Artificial Intelligence has become!,cant believe powerful artificial intelligence become,Positive
2025-05-31 23:00:02,@chatgptlover,I'm worried about job loss due to ChatGPT.,im worried job loss due chatgpt,Negative
2025-05-29 14:00:02,@prompt_pro,"OpenAI is overrated, in my opinion.",openai overrated opinion,Neutral
2025-06-12 09:00:02,@botbuster,GPT-4 is revolutionizing the tech industry.,gpt revolutionizing tech industry,Neutral
